id,user_id,product_id
1,6021,4226
2,9192,3195
3,6412,3318
4,9197,4726
5,4400,3723
6,5613,2879
7,6478,4974
8,6747,2521
9,2249,1400
10,9773,2144
11,346,3052
12,7875,3676
13,330,2977
14,3171,4068
15,9302,1057
16,5462,3817
17,4351,3567
18,8466,1475
19,7599,2706
20,5476,1451
21,6040,2137
22,9729,4807
23,3244,4255
24,1195,4609
25,382,2562
26,6142,3769
27,961,3636
28,4487,3333
29,121,4744
30,4819,2956
31,2664,574
32,4604,42
33,7351,2828
34,2945,3395
35,8090,4707
36,8998,905
37,8138,3410
38,4308,2887
39,6016,2280
40,7729,2020
41,9801,4979
42,6038,57
43,9629,127
44,9083,2677
45,5978,4871
46,2091,819
47,5558,2359
48,5537,3139
49,3736,2793
50,8612,595
51,2450,653
52,1833,4389
53,7467,4687
54,3757,117
55,2115,3572
56,8567,4362
57,7329,4005
58,9640,2924
59,1929,4905
60,6418,529
61,8983,4897
62,6287,3651
63,7098,2985
64,367,2468
65,8292,3780
66,2871,1020
67,5448,566
68,8607,3904
69,5269,1460
70,1961,2273
71,8762,2378
72,8404,233
73,7033,268
74,4510,643
75,5800,3108
76,8323,576
77,5134,1252
78,6311,1524
79,6221,1172
80,5917,1927
81,5743,3779
82,8550,3454
83,5745,2601
84,1587,548
85,5665,1253
86,6357,66
87,2059,2992
88,1121,1771
89,1853,165
90,3581,3230
91,2069,4749
92,7263,3179
93,4209,3258
94,2261,763
95,4275,4071
96,9648,2704
97,9515,439
98,5465,3197
99,9696,3969
100,4912,3894
101,2701,1004
102,383,1842
103,5032,1425
104,3646,989
105,7198,2430
106,8833,4626
107,3383,2625
108,944,2491
109,8375,1082
110,5518,3066
111,5999,3397
112,4676,4903
113,3750,1769
114,5618,2469
115,157,4955
116,6083,5000
117,4223,1918
118,7570,4198
119,5046,2393
120,3161,1077
121,599,3775
122,3481,4713
123,7435,3511
124,5668,2047
125,8265,1634
126,8018,4812
127,8313,4810
128,3518,843
129,1007,613
130,5930,2740
131,8849,2670
132,5142,579
133,3943,1484
134,9960,4544
135,5912,4832
136,5877,1490
137,941,3725
138,4228,3699
139,1468,736
140,917,738
141,5489,1365
142,5876,332
143,8820,987
144,8410,144
145,8074,4578
146,1216,1279
147,3305,1829
148,4865,369
149,2237,3533
150,2777,4657
151,5558,3457
152,6016,2336
153,4608,4913
154,3525,2845
155,934,613
156,8389,4042
157,8830,3181
158,7895,3504
159,1921,1880
160,6528,441
161,2680,4667
162,8597,4977
163,7969,4930
